rep000_seed0000	CFF000428	CFF000670	CFF000672	CFF001027	CFF001554	CFF000424	CFF000605	CFF001201	CFF000062	CFF000500	CFF000063	CFF000437	CFF000379	CFF001257	CFF000044	CFF000622	CFF000624	CFF000178
rep611_seed2636	FAM005060	FAM006413	FAM002018	FAM000901	FAM002442	FAM005133	FAM009415	FAM002754	FAM005896	FAM004028	FAM002708	FAM008728	FAM011090	FAM005827	FAM006197	FAM008720	FAM004325	FAM010564
rep612_seed2637	FAM003641	FAM002105	FAM002355	FAM004873	FAM003960	FAM003357	FAM002424	FAM006939	FAM000867	FAM003118	FAM008008	FAM012531	FAM010399	FAM003922	FAM013051	FAM001123	FAM001676	FAM004840
rep613_seed2638	FAM001287	FAM011755	FAM008244	FAM009237	FAM001534	FAM003541	FAM011434	FAM002507	FAM003436	FAM001266	FAM000747	FAM006466	FAM011524	FAM001084	FAM006800	FAM004323	FAM005682	FAM000479
rep614_seed2639	FAM001155	FAM003159	FAM013605	FAM003622	FAM003445	FAM012828	FAM001836	FAM003710	FAM007789	FAM001110	FAM004988	FAM013921	FAM007093	FAM004908	FAM002019	FAM002829	FAM003581	FAM009003
rep615_seed2640	FAM010788	FAM002474	FAM000688	FAM001280	FAM007479	FAM003032	FAM012353	FAM001021	FAM003865	FAM003907	FAM006406	FAM006547	FAM002640	FAM001818	FAM001259	FAM011398	FAM010474	FAM002428
rep616_seed2641	FAM008244	FAM004549	FAM001818	FAM002903	FAM005947	FAM011515	FAM000139	FAM000150	FAM007474	FAM011468	FAM005329	FAM003940	FAM001693	FAM004976	FAM005551	FAM001259	FAM000109	FAM004802
rep617_seed2642	FAM005206	FAM012464	FAM008321	FAM000798	FAM005152	FAM004297	FAM004688	FAM004231	FAM004379	FAM002841	FAM005915	FAM000531	FAM002776	FAM004565	FAM003311	FAM003470	FAM006213	FAM010208
rep618_seed2643	FAM008856	FAM005945	FAM001720	FAM004011	FAM002606	FAM002421	FAM001652	FAM007474	FAM004286	FAM002649	FAM001771	FAM001280	FAM000607	FAM001725	FAM000421	FAM006007	FAM005371	FAM006156
rep619_seed2644	FAM002505	FAM001033	FAM002722	FAM000889	FAM002158	FAM002786	FAM002136	FAM001006	FAM003704	FAM002867	FAM003210	FAM002010	FAM002563	FAM001147	FAM001769	FAM011289	FAM004103	FAM013406
rep620_seed2645	FAM001583	FAM005156	FAM002508	FAM002411	FAM004170	FAM002161	FAM011596	FAM001287	FAM002572	FAM007760	FAM012955	FAM004402	FAM011627	FAM000105	FAM004050	FAM001916	FAM007375	FAM010324
rep621_seed2646	FAM007373	FAM006119	FAM002140	FAM007301	FAM002288	FAM003464	FAM004575	FAM013796	FAM001299	FAM006811	FAM003794	FAM007691	FAM001810	FAM002394	FAM001583	FAM008595	FAM000603	FAM007747
rep622_seed2647	FAM013424	FAM001999	FAM000697	FAM012828	FAM000883	FAM000011	FAM002929	FAM004613	FAM007639	FAM001437	FAM005676	FAM008035	FAM001112	FAM005460	FAM007846	FAM012398	FAM001067	FAM006105
rep623_seed2648	FAM002072	FAM013075	FAM013962	FAM000099	FAM002856	FAM000138	FAM008709	FAM000402	FAM001565	FAM006717	FAM003005	FAM001472	FAM005806	FAM004078	FAM008179	FAM001059	FAM012098	FAM004910
rep624_seed2649	FAM001281	FAM002812	FAM008165	FAM002885	FAM001256	FAM013250	FAM007228	FAM006729	FAM002515	FAM001653	FAM003315	FAM010600	FAM008347	FAM001112	FAM009169	FAM006474	FAM001239	FAM009786
rep625_seed2650	FAM000669	FAM012375	FAM005615	FAM004245	FAM000733	FAM000723	FAM006991	FAM000418	FAM006309	FAM004747	FAM010207	FAM003190	FAM005404	FAM002739	FAM013965	FAM001292	FAM004846	FAM006330
rep626_seed2651	FAM006399	FAM001303	FAM008665	FAM001567	FAM004035	FAM006804	FAM001392	FAM001264	FAM010928	FAM002841	FAM002369	FAM003635	FAM001731	FAM006326	FAM006758	FAM011189	FAM005439	FAM008232
rep627_seed2652	FAM000382	FAM007637	FAM000627	FAM000840	FAM001157	FAM001248	FAM002155	FAM005972	FAM001776	FAM004913	FAM000042	FAM006918	FAM000646	FAM004750	FAM000545	FAM001719	FAM003180	FAM003793
rep628_seed2653	FAM000603	FAM006986	FAM003899	FAM009792	FAM001026	FAM009386	FAM005722	FAM013924	FAM004795	FAM004725	FAM009302	FAM000024	FAM003385	FAM002638	FAM007480	FAM002689	FAM001976	FAM008464
rep629_seed2654	FAM001712	FAM008445	FAM011102	FAM003453	FAM008098	FAM003026	FAM006867	FAM000633	FAM008139	FAM007811	FAM001303	FAM008359	FAM005776	FAM006765	FAM002449	FAM000764	FAM001351	FAM001835
rep630_seed2655	FAM002370	FAM007807	FAM003098	FAM011124	FAM006551	FAM000314	FAM000351	FAM001296	FAM007509	FAM008610	FAM000201	FAM005337	FAM013047	FAM001042	FAM008506	FAM005746	FAM006867	FAM002649
rep631_seed2656	FAM003762	FAM002915	FAM007036	FAM002805	FAM013538	FAM001214	FAM000092	FAM006925	FAM009439	FAM002105	FAM000377	FAM002062	FAM007146	FAM007089	FAM010149	FAM004083	FAM001058	FAM006128
rep632_seed2657	FAM001747	FAM011462	FAM003142	FAM002263	FAM004338	FAM002394	FAM004856	FAM012499	FAM002246	FAM013748	FAM002542	FAM000721	FAM001660	FAM006522	FAM013120	FAM004279	FAM005939	FAM003447
rep633_seed2658	FAM001492	FAM003209	FAM004019	FAM008302	FAM001932	FAM002278	FAM000104	FAM001219	FAM007509	FAM003269	FAM001807	FAM001701	FAM002072	FAM001835	FAM003308	FAM000517	FAM009603	FAM002104
rep634_seed2659	FAM003153	FAM005469	FAM009559	FAM003521	FAM002808	FAM000842	FAM005183	FAM008092	FAM004347	FAM000721	FAM003260	FAM008432	FAM003150	FAM001318	FAM000270	FAM000140	FAM007852	FAM002618
rep635_seed2660	FAM010208	FAM000645	FAM001962	FAM007670	FAM007784	FAM012610	FAM005940	FAM002649	FAM003647	FAM000362	FAM010332	FAM000696	FAM013354	FAM001629	FAM011868	FAM001459	FAM002976	FAM001668
rep636_seed2661	FAM004918	FAM006835	FAM010325	FAM003760	FAM009970	FAM012686	FAM004642	FAM000114	FAM002684	FAM000976	FAM000191	FAM001769	FAM002766	FAM010751	FAM006165	FAM002218	FAM000392	FAM007190
rep637_seed2662	FAM006901	FAM010569	FAM002413	FAM001700	FAM004742	FAM000616	FAM011892	FAM001146	FAM005656	FAM003523	FAM002837	FAM001810	FAM013969	FAM001379	FAM000904	FAM002676	FAM000688	FAM011558
rep638_seed2663	FAM003020	FAM007400	FAM002139	FAM001120	FAM009732	FAM006507	FAM000404	FAM003920	FAM004221	FAM001327	FAM007669	FAM006384	FAM005236	FAM002840	FAM000800	FAM004471	FAM000780	FAM006847
rep639_seed2664	FAM006908	FAM004301	FAM004118	FAM001933	FAM004174	FAM006539	FAM006847	FAM004263	FAM010390	FAM002345	FAM002986	FAM005848	FAM002298	FAM000413	FAM000535	FAM011281	FAM000925	FAM002052
rep640_seed2665	FAM002782	FAM001173	FAM003447	FAM002038	FAM014096	FAM001859	FAM008708	FAM001525	FAM000922	FAM000423	FAM003116	FAM001046	FAM002058	FAM000742	FAM001313	FAM002800	FAM005267	FAM004341
rep641_seed2666	FAM006454	FAM003735	FAM000419	FAM004380	FAM000315	FAM011544	FAM000850	FAM001533	FAM006973	FAM002171	FAM004750	FAM002814	FAM000363	FAM005700	FAM003105	FAM001527	FAM005724	FAM004180
rep642_seed2667	FAM009437	FAM005625	FAM006095	FAM001511	FAM005122	FAM008518	FAM011662	FAM000723	FAM002341	FAM007121	FAM000029	FAM000320	FAM008250	FAM011077	FAM002512	FAM004423	FAM004971	FAM000126
rep643_seed2668	FAM005449	FAM014371	FAM002724	FAM004407	FAM003377	FAM006127	FAM012375	FAM004767	FAM012674	FAM000405	FAM002547	FAM002707	FAM002045	FAM000940	FAM008298	FAM005402	FAM005176	FAM010929
rep644_seed2669	FAM001289	FAM002100	FAM001556	FAM011124	FAM000572	FAM003750	FAM001579	FAM007030	FAM004102	FAM002745	FAM002249	FAM011289	FAM000947	FAM003803	FAM004253	FAM005570	FAM002832	FAM004317
rep645_seed2670	FAM003821	FAM003887	FAM011095	FAM004769	FAM003818	FAM012472	FAM000200	FAM001589	FAM002339	FAM004561	FAM000309	FAM009364	FAM004444	FAM011888	FAM000229	FAM004365	FAM008244	FAM002268
rep646_seed2671	FAM012281	FAM011497	FAM003515	FAM009805	FAM001440	FAM010832	FAM007629	FAM001715	FAM001334	FAM009533	FAM005816	FAM004257	FAM003900	FAM007010	FAM007247	FAM011529	FAM003123	FAM005547
rep647_seed2672	FAM000817	FAM002740	FAM001223	FAM002589	FAM001023	FAM003497	FAM003184	FAM001850	FAM004410	FAM012243	FAM009178	FAM009840	FAM002126	FAM009605	FAM001381	FAM006811	FAM014070	FAM002663
rep648_seed2673	FAM002200	FAM012265	FAM002139	FAM000215	FAM006660	FAM012373	FAM006712	FAM003184	FAM001378	FAM005083	FAM004333	FAM004197	FAM000652	FAM003291	FAM003216	FAM013860	FAM002129	FAM004740
rep649_seed2674	FAM002658	FAM004885	FAM003146	FAM000686	FAM012866	FAM002017	FAM000758	FAM000353	FAM012690	FAM009100	FAM003514	FAM003428	FAM001633	FAM002708	FAM000111	FAM012891	FAM014366	FAM002103
rep650_seed2675	FAM002010	FAM000600	FAM001585	FAM005443	FAM009286	FAM002543	FAM012879	FAM006304	FAM003681	FAM001580	FAM002611	FAM011092	FAM009364	FAM000189	FAM007466	FAM001632	FAM005987	FAM009356
rep651_seed2676	FAM003385	FAM002993	FAM003033	FAM008420	FAM000791	FAM006595	FAM002824	FAM005870	FAM002801	FAM003519	FAM001331	FAM002465	FAM010564	FAM002525	FAM010347	FAM005665	FAM000272	FAM004502
rep652_seed2677	FAM008718	FAM003086	FAM002917	FAM001727	FAM000409	FAM010711	FAM003650	FAM001101	FAM000714	FAM001214	FAM000073	FAM000499	FAM010399	FAM000815	FAM008578	FAM012789	FAM007640	FAM013888
rep653_seed2678	FAM013722	FAM002663	FAM002874	FAM000977	FAM011043	FAM005684	FAM005469	FAM005686	FAM003571	FAM007883	FAM001288	FAM002241	FAM010307	FAM002342	FAM000336	FAM000073	FAM010291	FAM008025
rep654_seed2679	FAM001646	FAM001772	FAM007343	FAM008702	FAM005538	FAM000695	FAM009622	FAM002051	FAM000501	FAM012040	FAM000123	FAM001780	FAM005721	FAM000757	FAM004424	FAM000436	FAM001478	FAM005452
rep655_seed2680	FAM001762	FAM007360	FAM011294	FAM001768	FAM000354	FAM006049	FAM002613	FAM009544	FAM001494	FAM003469	FAM000313	FAM008356	FAM013397	FAM008056	FAM007106	FAM000880	FAM005983	FAM009203
rep656_seed2681	FAM014498	FAM000757	FAM001765	FAM001463	FAM000892	FAM004173	FAM008680	FAM004123	FAM001575	FAM000207	FAM001212	FAM009408	FAM008290	FAM005360	FAM002342	FAM005052	FAM007401	FAM000675
rep657_seed2682	FAM007466	FAM008029	FAM008995	FAM008223	FAM001865	FAM001677	FAM000626	FAM003094	FAM009518	FAM012600	FAM002012	FAM009822	FAM000866	FAM006778	FAM006849	FAM013044	FAM003100	FAM005675
rep658_seed2683	FAM008935	FAM003021	FAM001709	FAM011756	FAM000761	FAM002334	FAM000822	FAM012891	FAM007480	FAM000133	FAM005582	FAM000689	FAM009400	FAM001785	FAM002521	FAM009311	FAM005251	FAM000336
rep659_seed2684	FAM006097	FAM001252	FAM002453	FAM009336	FAM012564	FAM002364	FAM004115	FAM001913	FAM003032	FAM005927	FAM003642	FAM009461	FAM001062	FAM007173	FAM007849	FAM003086	FAM003207	FAM005336
rep660_seed2685	FAM008309	FAM005174	FAM002875	FAM005738	FAM008526	FAM000765	FAM010410	FAM002504	FAM000918	FAM012731	FAM005656	FAM008448	FAM002787	FAM001198	FAM001173	FAM005043	FAM000398	FAM012783
rep661_seed2686	FAM007697	FAM004744	FAM011095	FAM001522	FAM002898	FAM006973	FAM012724	FAM005907	FAM013786	FAM000084	FAM014075	FAM007173	FAM011512	FAM000149	FAM003056	FAM014503	FAM001702	FAM003610
rep662_seed2687	FAM000848	FAM002193	FAM004126	FAM006768	FAM000725	FAM008489	FAM002272	FAM000176	FAM008923	FAM000704	FAM000484	FAM007690	FAM000028	FAM003093	FAM005436	FAM006682	FAM011978	FAM004649
rep663_seed2688	FAM008080	FAM000982	FAM002905	FAM000958	FAM004449	FAM001492	FAM004609	FAM003779	FAM006312	FAM008002	FAM002580	FAM009777	FAM005671	FAM000009	FAM013985	FAM011058	FAM000566	FAM004927
rep664_seed2689	FAM010514	FAM014390	FAM012828	FAM002508	FAM012094	FAM001858	FAM000865	FAM010651	FAM004985	FAM007214	FAM001250	FAM002299	FAM007593	FAM006057	FAM000894	FAM000284	FAM000213	FAM014245
rep665_seed2690	FAM014003	FAM003436	FAM003949	FAM008657	FAM010571	FAM007446	FAM003345	FAM007677	FAM002078	FAM008223	FAM011726	FAM006417	FAM004769	FAM001608	FAM009484	FAM002143	FAM002982	FAM003259
rep666_seed2691	FAM007474	FAM008498	FAM001197	FAM000675	FAM002988	FAM000326	FAM000775	FAM011437	FAM004208	FAM007183	FAM007973	FAM001457	FAM014574	FAM004353	FAM001059	FAM002202	FAM012697	FAM009889
rep667_seed2692	FAM003107	FAM009424	FAM005382	FAM003469	FAM012146	FAM002473	FAM008250	FAM001487	FAM010417	FAM002434	FAM002190	FAM005974	FAM003068	FAM003790	FAM002426	FAM004600	FAM012603	FAM008423
rep668_seed2693	FAM007948	FAM000644	FAM005159	FAM007049	FAM002651	FAM002008	FAM003371	FAM003225	FAM004468	FAM004068	FAM009737	FAM000325	FAM004112	FAM009461	FAM010089	FAM008322	FAM000902	FAM005766
rep669_seed2694	FAM004379	FAM002305	FAM007109	FAM004766	FAM008973	FAM006734	FAM003717	FAM001093	FAM000027	FAM006767	FAM005248	FAM012101	FAM000051	FAM006488	FAM005827	FAM000786	FAM000915	FAM007681
rep670_seed2695	FAM005007	FAM012880	FAM002004	FAM006774	FAM002973	FAM000520	FAM001263	FAM002657	FAM001615	FAM000255	FAM005157	FAM005685	FAM005070	FAM009009	FAM009825	FAM001204	FAM006728	FAM001421
rep671_seed2696	FAM002643	FAM006101	FAM003831	FAM000279	FAM002147	FAM007089	FAM009103	FAM010151	FAM001542	FAM006441	FAM004126	FAM008232	FAM005794	FAM005397	FAM011092	FAM003302	FAM008196	FAM003048
rep672_seed2697	FAM008299	FAM005622	FAM000757	FAM010612	FAM007485	FAM001102	FAM001308	FAM000436	FAM001276	FAM002461	FAM009689	FAM006012	FAM009846	FAM003404	FAM012134	FAM005945	FAM000286	FAM007733
rep673_seed2698	FAM009484	FAM000614	FAM003998	FAM001455	FAM006959	FAM008215	FAM002832	FAM007489	FAM002333	FAM012261	FAM004748	FAM008101	FAM000018	FAM003464	FAM008482	FAM002051	FAM000555	FAM002206
rep674_seed2699	FAM005926	FAM002351	FAM004797	FAM003834	FAM011521	FAM002782	FAM002057	FAM001794	FAM010443	FAM010088	FAM004035	FAM006730	FAM009607	FAM006787	FAM006911	FAM001438	FAM001913	FAM006770
rep675_seed2700	FAM003723	FAM002901	FAM000231	FAM002156	FAM000363	FAM005406	FAM003725	FAM003952	FAM005590	FAM002672	FAM013864	FAM007407	FAM003321	FAM011502	FAM010651	FAM004438	FAM005912	FAM003740
rep676_seed2701	FAM002955	FAM010332	FAM008526	FAM007392	FAM005257	FAM008969	FAM000156	FAM002169	FAM013612	FAM011680	FAM000192	FAM001820	FAM004704	FAM008039	FAM005539	FAM010466	FAM010510	FAM001142
rep677_seed2702	FAM004461	FAM002089	FAM005673	FAM009210	FAM010701	FAM008894	FAM001699	FAM001449	FAM001500	FAM003712	FAM002888	FAM008600	FAM003330	FAM001583	FAM003934	FAM012225	FAM004682	FAM007159
rep678_seed2703	FAM009178	FAM005178	FAM000536	FAM000556	FAM008191	FAM003639	FAM006410	FAM000458	FAM002004	FAM000687	FAM008094	FAM006304	FAM009226	FAM005684	FAM002113	FAM002676	FAM005149	FAM001997
rep679_seed2704	FAM007641	FAM006787	FAM012125	FAM005940	FAM002315	FAM000954	FAM001977	FAM003518	FAM002243	FAM001301	FAM013530	FAM014461	FAM012989	FAM001821	FAM003467	FAM003601	FAM007612	FAM006385
rep680_seed2705	FAM000188	FAM003725	FAM000538	FAM000102	FAM013435	FAM008369	FAM002363	FAM003547	FAM013606	FAM007588	FAM003868	FAM009261	FAM001117	FAM001782	FAM012775	FAM003371	FAM003064	FAM008420
rep681_seed2706	FAM000693	FAM002296	FAM000004	FAM004585	FAM002838	FAM002629	FAM003276	FAM006362	FAM001836	FAM002789	FAM011615	FAM002688	FAM006001	FAM008894	FAM004202	FAM012544	FAM011525	FAM004345
rep682_seed2707	FAM000445	FAM003210	FAM005277	FAM006456	FAM002796	FAM002441	FAM000982	FAM001378	FAM013444	FAM003634	FAM000245	FAM009343	FAM001444	FAM004379	FAM000521	FAM008995	FAM000944	FAM007535
rep683_seed2708	FAM000053	FAM001269	FAM008641	FAM011077	FAM003228	FAM000923	FAM011149	FAM006693	FAM006913	FAM000566	FAM007994	FAM001335	FAM002493	FAM003777	FAM000952	FAM005885	FAM000265	FAM013258
rep684_seed2709	FAM000787	FAM005617	FAM000405	FAM007162	FAM013176	FAM004122	FAM001156	FAM004767	FAM001914	FAM001754	FAM012508	FAM003232	FAM012305	FAM007373	FAM004825	FAM003268	FAM007650	FAM012783
rep685_seed2710	FAM008070	FAM001459	FAM001260	FAM009932	FAM001035	FAM007461	FAM000952	FAM003118	FAM009135	FAM005712	FAM003972	FAM005772	FAM006143	FAM000313	FAM006370	FAM007417	FAM004210	FAM010059
rep686_seed2711	FAM008971	FAM013242	FAM010643	FAM002976	FAM000542	FAM002950	FAM002015	FAM007597	FAM014603	FAM005188	FAM003801	FAM003671	FAM001843	FAM005371	FAM004473	FAM003097	FAM003092	FAM000798
rep687_seed2712	FAM007677	FAM004677	FAM004782	FAM002324	FAM007689	FAM012034	FAM011322	FAM006629	FAM000843	FAM004958	FAM001326	FAM000371	FAM003915	FAM002152	FAM000669	FAM001973	FAM014191	FAM001339
rep688_seed2713	FAM000279	FAM000249	FAM006196	FAM004160	FAM000625	FAM006838	FAM000645	FAM001471	FAM000585	FAM005666	FAM011589	FAM001583	FAM000232	FAM003980	FAM009940	FAM009203	FAM005938	FAM011861
rep689_seed2714	FAM000125	FAM004157	FAM004907	FAM005107	FAM006003	FAM001255	FAM004949	FAM005039	FAM007442	FAM010493	FAM004731	FAM009523	FAM000671	FAM000918	FAM006094	FAM001778	FAM001300	FAM000308
rep690_seed2715	FAM000128	FAM004573	FAM000114	FAM002819	FAM003680	FAM002487	FAM002021	FAM001609	FAM006399	FAM009089	FAM002612	FAM005351	FAM006825	FAM006362	FAM009744	FAM001364	FAM012939	FAM002558
rep691_seed2716	FAM011238	FAM007588	FAM012028	FAM000005	FAM001266	FAM011398	FAM006952	FAM010552	FAM003499	FAM002473	FAM002840	FAM004083	FAM013208	FAM012377	FAM002193	FAM000893	FAM000711	FAM002286
rep692_seed2717	FAM006165	FAM007597	FAM003847	FAM001996	FAM000356	FAM003817	FAM005234	FAM007122	FAM000904	FAM000603	FAM000024	FAM000515	FAM000145	FAM002395	FAM001382	FAM008178	FAM006612	FAM009795
rep693_seed2718	FAM003350	FAM002955	FAM004548	FAM002784	FAM003344	FAM000619	FAM003970	FAM014398	FAM009600	FAM005316	FAM005228	FAM007733	FAM002931	FAM006207	FAM001977	FAM003446	FAM000491	FAM002772
rep694_seed2719	FAM005533	FAM009852	FAM001427	FAM004569	FAM007436	FAM009096	FAM003431	FAM011515	FAM008894	FAM004688	FAM010174	FAM000325	FAM005536	FAM002182	FAM012456	FAM007650	FAM013283	FAM002109
rep695_seed2720	FAM006318	FAM002377	FAM000955	FAM007593	FAM003761	FAM001213	FAM001120	FAM006947	FAM011486	FAM012068	FAM002217	FAM002944	FAM006597	FAM008427	FAM013993	FAM001973	FAM007613	FAM005981
rep696_seed2721	FAM004007	FAM000152	FAM003482	FAM012390	FAM011376	FAM001320	FAM003498	FAM007557	FAM008281	FAM005726	FAM007415	FAM011596	FAM006749	FAM003167	FAM002697	FAM001216	FAM010957	FAM001597
rep697_seed2722	FAM004981	FAM006417	FAM002735	FAM009744	FAM004471	FAM001180	FAM000854	FAM001544	FAM004249	FAM001564	FAM011230	FAM008687	FAM003997	FAM004156	FAM006841	FAM004567	FAM001897	FAM004338
rep698_seed2723	FAM003217	FAM002189	FAM010668	FAM002266	FAM001296	FAM000336	FAM003966	FAM003028	FAM006961	FAM000487	FAM002323	FAM007274	FAM008361	FAM011300	FAM006545	FAM001460	FAM002109	FAM008835
rep699_seed2724	FAM004389	FAM000200	FAM013625	FAM000348	FAM002861	FAM008935	FAM007763	FAM005091	FAM000766	FAM013070	FAM003280	FAM010446	FAM002445	FAM012750	FAM012465	FAM004358	FAM003452	FAM000944
rep700_seed2725	FAM004131	FAM006749	FAM004890	FAM005183	FAM005825	FAM013366	FAM000367	FAM001200	FAM000226	FAM001222	FAM010643	FAM004707	FAM000871	FAM001435	FAM001271	FAM003937	FAM003492	FAM003376
rep701_seed2726	FAM003156	FAM011438	FAM000177	FAM003571	FAM003501	FAM006196	FAM008604	FAM005006	FAM011601	FAM003085	FAM001058	FAM001606	FAM002421	FAM007884	FAM004670	FAM006929	FAM005665	FAM007590
rep702_seed2727	FAM012219	FAM010525	FAM012603	FAM007601	FAM004547	FAM003186	FAM003161	FAM009021	FAM007273	FAM000572	FAM012669	FAM002319	FAM003721	FAM004103	FAM002279	FAM002003	FAM005896	FAM000493
rep703_seed2728	FAM010636	FAM010457	FAM010151	FAM011868	FAM002058	FAM004159	FAM009770	FAM010093	FAM001484	FAM007042	FAM007015	FAM011676	FAM010467	FAM007641	FAM009817	FAM002994	FAM007442	FAM014337
rep704_seed2729	FAM013052	FAM013366	FAM001053	FAM006715	FAM002965	FAM010317	FAM008384	FAM008204	FAM006317	FAM000908	FAM000634	FAM009090	FAM003615	FAM012410	FAM011090	FAM011341	FAM001253	FAM000315
rep705_seed2730	FAM004530	FAM000641	FAM001608	FAM002025	FAM000595	FAM001150	FAM002757	FAM008553	FAM013103	FAM000040	FAM013497	FAM004057	FAM009746	FAM000067	FAM004864	FAM009565	FAM000098	FAM001584
rep706_seed2731	FAM007725	FAM002198	FAM001561	FAM011502	FAM001331	FAM000536	FAM000068	FAM013436	FAM010123	FAM001091	FAM003817	FAM009666	FAM013975	FAM008355	FAM005859	FAM009484	FAM002292	FAM002274
rep707_seed2732	FAM001058	FAM005930	FAM008689	FAM002703	FAM001084	FAM006213	FAM005940	FAM004554	FAM002088	FAM014603	FAM006039	FAM001203	FAM006362	FAM001439	FAM003862	FAM005307	FAM012353	FAM002567
rep708_seed2733	FAM000231	FAM000903	FAM007767	FAM000819	FAM011964	FAM003020	FAM009269	FAM010809	FAM010425	FAM003617	FAM000227	FAM005664	FAM002197	FAM000416	FAM000245	FAM001833	FAM014436	FAM002126
rep709_seed2734	FAM006852	FAM004080	FAM005084	FAM000892	FAM008600	FAM007866	FAM000002	FAM001013	FAM001789	FAM012577	FAM000416	FAM012502	FAM000515	FAM003866	FAM000512	FAM005582	FAM000453	FAM011207
rep710_seed2735	FAM003377	FAM006650	FAM000716	FAM002198	FAM013319	FAM004811	FAM007436	FAM009583	FAM001852	FAM000150	FAM008893	FAM007301	FAM007517	FAM003265	FAM003550	FAM002846	FAM006645	FAM013936
rep711_seed2736	FAM001372	FAM005105	FAM008326	FAM003681	FAM000449	FAM002081	FAM003240	FAM004547	FAM002804	FAM000093	FAM002537	FAM006844	FAM005318	FAM000890	FAM001591	FAM006861	FAM008290	FAM002303
rep712_seed2737	FAM003228	FAM002600	FAM009112	FAM007217	FAM003668	FAM007772	FAM000308	FAM007534	FAM002223	FAM000050	FAM010701	FAM004006	FAM000784	FAM008356	FAM009948	FAM002353	FAM004003	FAM007310
rep713_seed2738	FAM007120	FAM006672	FAM002115	FAM001548	FAM012632	FAM003557	FAM000510	FAM003483	FAM010089	FAM006881	FAM010457	FAM002522	FAM013709	FAM001688	FAM006094	FAM004619	FAM003434	FAM005726
rep714_seed2739	FAM012312	FAM000989	FAM003061	FAM006769	FAM000662	FAM002692	FAM007339	FAM001928	FAM005277	FAM005582	FAM011345	FAM006447	FAM010805	FAM004383	FAM013044	FAM014074	FAM003750	FAM008000
rep715_seed2740	FAM000071	FAM014432	FAM011381	FAM013729	FAM013497	FAM011038	FAM006298	FAM011596	FAM003068	FAM001755	FAM002020	FAM004577	FAM007269	FAM001537	FAM005628	FAM011972	FAM002978	FAM010883
rep716_seed2741	FAM000110	FAM004442	FAM005703	FAM013497	FAM009081	FAM001392	FAM004572	FAM006947	FAM002126	FAM001676	FAM011029	FAM007025	FAM002910	FAM007351	FAM012464	FAM009660	FAM001705	FAM005600
rep717_seed2742	FAM000885	FAM009163	FAM009189	FAM006920	FAM003094	FAM012981	FAM007876	FAM007559	FAM004404	FAM000830	FAM006487	FAM006184	FAM011779	FAM002712	FAM004364	FAM006316	FAM007173	FAM003768
rep718_seed2743	FAM001423	FAM005230	FAM003308	FAM005810	FAM012308	FAM002745	FAM000639	FAM002010	FAM001903	FAM003674	FAM003116	FAM007845	FAM002763	FAM012453	FAM011288	FAM002583	FAM007763	FAM000942
rep719_seed2744	FAM001099	FAM005259	FAM003816	FAM003701	FAM000949	FAM005351	FAM004511	FAM002321	FAM010302	FAM001253	FAM002973	FAM010551	FAM008421	FAM002880	FAM004908	FAM006209	FAM004695	FAM007453
rep720_seed2745	FAM002897	FAM004839	FAM002308	FAM004276	FAM000679	FAM005504	FAM011615	FAM006082	FAM004406	FAM003968	FAM003275	FAM000826	FAM002170	FAM013608	FAM013605	FAM003019	FAM001378	FAM011307
rep721_seed2746	FAM003671	FAM003865	FAM005490	FAM002052	FAM007108	FAM000076	FAM001024	FAM000934	FAM008681	FAM007858	FAM012756	FAM000092	FAM006533	FAM000628	FAM001399	FAM009814	FAM005360	FAM004915
rep722_seed2747	FAM007393	FAM009459	FAM004691	FAM002197	FAM014390	FAM006447	FAM002677	FAM009057	FAM000221	FAM002153	FAM006775	FAM006728	FAM007436	FAM000025	FAM002446	FAM010627	FAM003485	FAM002783
