rep000_seed0000	CFF000437	CFF000083	CFF000899	CFF000672	CFF000209	CFF001554	CFF000558	CFF000013	CFF000810	CFF000063	CFF000072	CFF001243	CFF016868	CFF000228	CFF000331
rep840_seed2865	FAM008870	FAM012220	FAM000751	FAM008969	FAM011538	FAM007203	FAM003517	FAM011453	FAM003249	FAM010401	FAM001188	FAM012848	FAM001093	FAM013596	FAM026626
rep841_seed2866	FAM008891	FAM000341	FAM009316	FAM000158	FAM006221	FAM001482	FAM013241	FAM005123	FAM000585	FAM001344	FAM003243	FAM002389	FAM005154	FAM002055	FAM023368
rep842_seed2867	FAM006302	FAM013273	FAM003818	FAM005071	FAM010443	FAM003440	FAM001311	FAM006613	FAM006763	FAM004527	FAM009770	FAM006954	FAM002359	FAM003545	FAM020375
rep843_seed2868	FAM008598	FAM006523	FAM002564	FAM007142	FAM004539	FAM006448	FAM007242	FAM005380	FAM007782	FAM009963	FAM013792	FAM004075	FAM000014	FAM009906	FAM015888
rep844_seed2869	FAM002005	FAM003275	FAM010493	FAM001122	FAM001906	FAM005163	FAM010099	FAM008707	FAM005050	FAM011797	FAM000725	FAM001634	FAM008308	FAM003796	FAM029080
rep845_seed2870	FAM009939	FAM007688	FAM005192	FAM007077	FAM010834	FAM009515	FAM002179	FAM002313	FAM007908	FAM005764	FAM002372	FAM009081	FAM002726	FAM005309	FAM020648
rep846_seed2871	FAM005114	FAM000798	FAM009207	FAM008929	FAM004065	FAM000666	FAM000679	FAM012476	FAM001899	FAM010716	FAM003980	FAM001223	FAM009284	FAM003341	FAM022688
rep847_seed2872	FAM009805	FAM012252	FAM004205	FAM003454	FAM011575	FAM013317	FAM004530	FAM005856	FAM001984	FAM002872	FAM013518	FAM005889	FAM003174	FAM003741	FAM018381
rep848_seed2873	FAM009617	FAM001419	FAM012014	FAM011341	FAM003982	FAM008687	FAM001752	FAM012358	FAM008821	FAM012377	FAM002386	FAM002163	FAM007372	FAM005320	FAM021056
rep849_seed2874	FAM004379	FAM007091	FAM000215	FAM003759	FAM000798	FAM014239	FAM001407	FAM000191	FAM003602	FAM001123	FAM002740	FAM008629	FAM005693	FAM002610	FAM020058
rep850_seed2875	FAM006640	FAM011938	FAM009455	FAM005127	FAM001761	FAM010296	FAM011576	FAM002104	FAM013065	FAM006871	FAM010518	FAM004077	FAM008119	FAM011747	FAM023119
rep851_seed2876	FAM004053	FAM002723	FAM006888	FAM004328	FAM005471	FAM004841	FAM004320	FAM008202	FAM003247	FAM006694	FAM008336	FAM001487	FAM010372	FAM010302	FAM020750
rep852_seed2877	FAM004084	FAM004295	FAM007553	FAM011915	FAM000362	FAM008933	FAM004345	FAM001784	FAM001032	FAM002270	FAM006261	FAM004205	FAM004353	FAM003902	FAM024854
rep853_seed2878	FAM007986	FAM009569	FAM009443	FAM010520	FAM007700	FAM003651	FAM001341	FAM007162	FAM002096	FAM007651	FAM000370	FAM010099	FAM008589	FAM006678	FAM014824
rep854_seed2879	FAM009678	FAM012108	FAM009362	FAM002191	FAM004739	FAM007804	FAM003410	FAM002214	FAM002524	FAM000691	FAM005712	FAM007087	FAM002289	FAM000002	FAM020827
rep855_seed2880	FAM004892	FAM002103	FAM005349	FAM001063	FAM001459	FAM001959	FAM001954	FAM001030	FAM004051	FAM007591	FAM001529	FAM001409	FAM000273	FAM000320	FAM018168
rep856_seed2881	FAM013551	FAM009654	FAM002578	FAM009950	FAM007506	FAM011656	FAM012091	FAM004278	FAM002638	FAM005148	FAM000402	FAM004632	FAM002013	FAM011586	FAM026575
rep857_seed2882	FAM005570	FAM003838	FAM004073	FAM002897	FAM001441	FAM002947	FAM006794	FAM002234	FAM005029	FAM004076	FAM007044	FAM001877	FAM010977	FAM008786	FAM016461
rep858_seed2883	FAM000919	FAM004545	FAM003200	FAM003395	FAM004531	FAM003768	FAM005168	FAM003879	FAM000893	FAM002881	FAM005152	FAM004041	FAM005354	FAM000941	FAM024935
rep859_seed2884	FAM004115	FAM001452	FAM009091	FAM004876	FAM001359	FAM004276	FAM010510	FAM005112	FAM008775	FAM001105	FAM009797	FAM007576	FAM010961	FAM003446	FAM017122
rep860_seed2885	FAM006276	FAM005887	FAM000163	FAM005032	FAM007088	FAM005066	FAM003206	FAM005434	FAM005594	FAM002579	FAM004900	FAM004514	FAM011689	FAM009160	FAM020957
rep861_seed2886	FAM000732	FAM003805	FAM009894	FAM004969	FAM004481	FAM007418	FAM001951	FAM000618	FAM004173	FAM008580	FAM008396	FAM007995	FAM010637	FAM002568	FAM028946
rep862_seed2887	FAM002576	FAM004079	FAM003991	FAM005346	FAM006647	FAM005776	FAM005310	FAM001575	FAM004545	FAM012726	FAM000858	FAM002217	FAM006042	FAM001347	FAM028012
rep863_seed2888	FAM005567	FAM003948	FAM005541	FAM001914	FAM001876	FAM011453	FAM001176	FAM005284	FAM008630	FAM007120	FAM010708	FAM004337	FAM006984	FAM009027	FAM018251
rep864_seed2889	FAM011247	FAM010903	FAM001926	FAM006470	FAM002510	FAM004399	FAM004046	FAM006419	FAM001256	FAM002037	FAM005568	FAM002649	FAM011668	FAM002468	FAM021525
rep865_seed2890	FAM007533	FAM010846	FAM008288	FAM003026	FAM008351	FAM009894	FAM005718	FAM002554	FAM003281	FAM004901	FAM013294	FAM009792	FAM002838	FAM013716	FAM015476
rep866_seed2891	FAM004267	FAM002368	FAM009409	FAM004959	FAM000848	FAM009135	FAM014483	FAM003055	FAM000638	FAM003158	FAM000872	FAM006216	FAM007979	FAM001882	FAM021080
rep867_seed2892	FAM005838	FAM000686	FAM008581	FAM014296	FAM006155	FAM008088	FAM002155	FAM003572	FAM000120	FAM014452	FAM003336	FAM004279	FAM005552	FAM000766	FAM021208
rep868_seed2893	FAM001209	FAM004044	FAM001769	FAM002438	FAM007536	FAM006279	FAM010072	FAM009822	FAM001009	FAM003498	FAM007511	FAM014610	FAM008570	FAM002981	FAM027777
rep869_seed2894	FAM001628	FAM009100	FAM008473	FAM007195	FAM005107	FAM003881	FAM004913	FAM014788	FAM013715	FAM005087	FAM006270	FAM004110	FAM001281	FAM008576	FAM015262
rep870_seed2895	FAM007536	FAM004589	FAM003076	FAM003370	FAM004183	FAM000235	FAM006914	FAM002461	FAM003791	FAM013122	FAM009922	FAM009688	FAM002860	FAM005168	FAM026433
rep871_seed2896	FAM001224	FAM002811	FAM002165	FAM009529	FAM007721	FAM010335	FAM002778	FAM003602	FAM004163	FAM011250	FAM010413	FAM005178	FAM007734	FAM003212	FAM015183
rep872_seed2897	FAM001019	FAM011085	FAM000357	FAM008298	FAM002942	FAM001444	FAM002821	FAM001611	FAM010712	FAM005564	FAM008108	FAM005435	FAM000340	FAM006364	FAM021931
rep873_seed2898	FAM008478	FAM002979	FAM007105	FAM014643	FAM001646	FAM006434	FAM000462	FAM000097	FAM006883	FAM000665	FAM010611	FAM009811	FAM002761	FAM000602	FAM018286
rep874_seed2899	FAM011247	FAM003770	FAM005351	FAM010249	FAM005994	FAM014196	FAM009271	FAM009343	FAM012100	FAM008321	FAM013608	FAM001621	FAM002583	FAM007303	FAM024497
rep875_seed2900	FAM010366	FAM003097	FAM002955	FAM009233	FAM011332	FAM001404	FAM014319	FAM002238	FAM001039	FAM005205	FAM008050	FAM002991	FAM003784	FAM009732	FAM024289
rep876_seed2901	FAM007064	FAM000619	FAM005813	FAM012867	FAM001836	FAM005184	FAM002722	FAM004312	FAM011538	FAM004917	FAM002622	FAM001435	FAM002099	FAM006858	FAM016324
rep877_seed2902	FAM012522	FAM000192	FAM006210	FAM002595	FAM002071	FAM009694	FAM011944	FAM010590	FAM005758	FAM015286	FAM006340	FAM000606	FAM011937	FAM002910	FAM025460
rep878_seed2903	FAM011439	FAM007686	FAM000356	FAM001272	FAM000326	FAM000484	FAM002208	FAM007583	FAM009026	FAM005680	FAM004076	FAM001337	FAM001448	FAM002793	FAM020103
rep879_seed2904	FAM007719	FAM008364	FAM005495	FAM000491	FAM006207	FAM008514	FAM007212	FAM000290	FAM011855	FAM004723	FAM006598	FAM006686	FAM004662	FAM002909	FAM023450
rep880_seed2905	FAM005292	FAM003456	FAM002166	FAM000207	FAM002813	FAM008476	FAM002945	FAM004809	FAM006950	FAM001824	FAM001088	FAM005303	FAM000310	FAM009302	FAM018309
rep881_seed2906	FAM005227	FAM003725	FAM003352	FAM006466	FAM007549	FAM000016	FAM012326	FAM005983	FAM004382	FAM002361	FAM007007	FAM006438	FAM002988	FAM001154	FAM025143
rep882_seed2907	FAM004863	FAM005211	FAM012951	FAM009229	FAM008867	FAM001099	FAM009628	FAM001990	FAM001339	FAM003139	FAM005403	FAM000158	FAM000278	FAM010207	FAM028063
rep883_seed2908	FAM009817	FAM002982	FAM007324	FAM001828	FAM007880	FAM014135	FAM007214	FAM005303	FAM011367	FAM012840	FAM000954	FAM003587	FAM003182	FAM004265	FAM016171
rep884_seed2909	FAM005169	FAM005051	FAM014151	FAM008444	FAM001157	FAM000971	FAM013398	FAM005414	FAM013754	FAM006373	FAM003483	FAM003369	FAM002731	FAM006817	FAM022805
rep885_seed2910	FAM008765	FAM000263	FAM003799	FAM009336	FAM006593	FAM006858	FAM001107	FAM008821	FAM003685	FAM003995	FAM005069	FAM003241	FAM010256	FAM003925	FAM016391
rep886_seed2911	FAM010477	FAM000506	FAM009955	FAM004906	FAM008623	FAM003333	FAM014187	FAM000352	FAM009187	FAM012031	FAM002152	FAM004294	FAM004618	FAM012281	FAM024818
rep887_seed2912	FAM011525	FAM012513	FAM002232	FAM008168	FAM003935	FAM004521	FAM010048	FAM001911	FAM000492	FAM003641	FAM004305	FAM000825	FAM000611	FAM001385	FAM024706
rep888_seed2913	FAM006306	FAM003550	FAM006075	FAM001626	FAM009378	FAM001565	FAM003096	FAM002959	FAM008519	FAM002072	FAM006997	FAM015080	FAM001958	FAM007405	FAM024680
rep889_seed2914	FAM011828	FAM009401	FAM003846	FAM003162	FAM008379	FAM002250	FAM006558	FAM003752	FAM005231	FAM009032	FAM006964	FAM008696	FAM001351	FAM010835	FAM025219
rep890_seed2915	FAM005688	FAM005246	FAM006794	FAM007264	FAM007295	FAM009741	FAM001129	FAM006041	FAM006739	FAM012507	FAM009053	FAM004278	FAM004321	FAM008261	FAM024207
rep891_seed2916	FAM003228	FAM012951	FAM003158	FAM011937	FAM002095	FAM001274	FAM003136	FAM001683	FAM009332	FAM006448	FAM009249	FAM001953	FAM006003	FAM001476	FAM024854
rep892_seed2917	FAM000075	FAM006284	FAM004281	FAM008294	FAM006091	FAM004573	FAM004622	FAM002923	FAM006494	FAM008465	FAM007175	FAM001871	FAM002336	FAM006205	FAM028950
rep893_seed2918	FAM002663	FAM011708	FAM007304	FAM014213	FAM002260	FAM001870	FAM000174	FAM014243	FAM011483	FAM010923	FAM002889	FAM005873	FAM004280	FAM001555	FAM021094
rep894_seed2919	FAM001774	FAM001330	FAM001275	FAM009289	FAM000866	FAM001653	FAM000028	FAM009250	FAM000134	FAM000997	FAM013554	FAM003010	FAM013128	FAM008137	FAM015459
rep895_seed2920	FAM008469	FAM002448	FAM003163	FAM013331	FAM008314	FAM002520	FAM005216	FAM012928	FAM005637	FAM005577	FAM012488	FAM004940	FAM003919	FAM003408	FAM016040
rep896_seed2921	FAM002854	FAM011961	FAM002342	FAM010049	FAM002330	FAM014535	FAM007049	FAM001042	FAM011409	FAM001857	FAM003624	FAM013575	FAM004977	FAM000029	FAM025219
rep897_seed2922	FAM008060	FAM004068	FAM011608	FAM002660	FAM003258	FAM000577	FAM001707	FAM005232	FAM000599	FAM003413	FAM003479	FAM002639	FAM007422	FAM013844	FAM017122
rep898_seed2923	FAM002267	FAM008814	FAM009831	FAM003840	FAM009707	FAM005700	FAM012723	FAM005877	FAM012096	FAM000230	FAM000177	FAM005869	FAM014480	FAM001151	FAM021916
rep899_seed2924	FAM006147	FAM000965	FAM008222	FAM002414	FAM002988	FAM002310	FAM002206	FAM003888	FAM001283	FAM000399	FAM005330	FAM002149	FAM002330	FAM001877	FAM014979
rep900_seed2925	FAM010283	FAM005140	FAM011189	FAM001710	FAM003727	FAM003945	FAM005280	FAM006801	FAM008396	FAM003055	FAM000799	FAM001570	FAM002946	FAM004335	FAM021497
rep901_seed2926	FAM011137	FAM008474	FAM011959	FAM013518	FAM010387	FAM014413	FAM011745	FAM002990	FAM000402	FAM005591	FAM014126	FAM013797	FAM004008	FAM002708	FAM029100
rep902_seed2927	FAM004714	FAM009071	FAM007457	FAM011745	FAM005108	FAM002328	FAM009148	FAM010497	FAM005268	FAM005535	FAM001940	FAM005400	FAM011166	FAM002620	FAM024854
rep903_seed2928	FAM000969	FAM003303	FAM000176	FAM002729	FAM004920	FAM004587	FAM009939	FAM001090	FAM000369	FAM000285	FAM006910	FAM001799	FAM013074	FAM007566	FAM016743
rep904_seed2929	FAM003614	FAM002162	FAM007682	FAM010363	FAM000222	FAM001062	FAM010290	FAM010480	FAM004977	FAM007066	FAM008548	FAM003115	FAM003394	FAM008635	FAM024856
rep905_seed2930	FAM008723	FAM003194	FAM006786	FAM002599	FAM003299	FAM011652	FAM013923	FAM001995	FAM002918	FAM007764	FAM005860	FAM006180	FAM001915	FAM001577	FAM024689
rep906_seed2931	FAM003092	FAM000631	FAM000934	FAM004673	FAM013300	FAM001010	FAM012350	FAM004537	FAM006364	FAM005312	FAM003849	FAM002279	FAM005158	FAM002574	FAM022592
rep907_seed2932	FAM010607	FAM009958	FAM011836	FAM002854	FAM005560	FAM006437	FAM000751	FAM004910	FAM012485	FAM005439	FAM005134	FAM006157	FAM006421	FAM012868	FAM017838
rep908_seed2933	FAM000183	FAM011374	FAM001283	FAM005403	FAM001329	FAM008821	FAM009446	FAM013858	FAM005853	FAM000690	FAM002544	FAM003924	FAM003183	FAM003438	FAM018353
rep909_seed2934	FAM008670	FAM000213	FAM004594	FAM002724	FAM004489	FAM000092	FAM009814	FAM004233	FAM001242	FAM002066	FAM002343	FAM012726	FAM004140	FAM000754	FAM015140
rep910_seed2935	FAM005684	FAM012453	FAM013991	FAM010290	FAM005210	FAM010299	FAM002372	FAM002178	FAM001192	FAM012261	FAM002037	FAM013311	FAM000869	FAM002084	FAM019128
rep911_seed2936	FAM003340	FAM000940	FAM014073	FAM004370	FAM000590	FAM003051	FAM008207	FAM007452	FAM006920	FAM006354	FAM010425	FAM003053	FAM000299	FAM004665	FAM015338
rep912_seed2937	FAM003043	FAM000210	FAM000090	FAM012220	FAM007351	FAM010099	FAM002217	FAM013986	FAM003828	FAM014491	FAM007358	FAM001510	FAM000201	FAM005235	FAM027667
rep913_seed2938	FAM008943	FAM014498	FAM001297	FAM012756	FAM012180	FAM002157	FAM002423	FAM012877	FAM006419	FAM001865	FAM002692	FAM008569	FAM004046	FAM002024	FAM025592
rep914_seed2939	FAM000809	FAM009281	FAM008937	FAM002191	FAM004309	FAM005643	FAM001154	FAM011329	FAM000373	FAM003662	FAM006658	FAM003562	FAM007128	FAM007004	FAM026980
rep915_seed2940	FAM000703	FAM005133	FAM003820	FAM005604	FAM006601	FAM002345	FAM002969	FAM009644	FAM003696	FAM006146	FAM000168	FAM006821	FAM000494	FAM010237	FAM028354
rep916_seed2941	FAM008935	FAM001945	FAM000879	FAM000840	FAM010493	FAM008757	FAM009872	FAM007087	FAM010407	FAM000169	FAM002715	FAM010054	FAM006947	FAM002138	FAM014860
rep917_seed2942	FAM005983	FAM008075	FAM007469	FAM009667	FAM009353	FAM001163	FAM007077	FAM008953	FAM004967	FAM002098	FAM008436	FAM002044	FAM010353	FAM002881	FAM028151
rep918_seed2943	FAM005528	FAM000066	FAM002910	FAM010522	FAM003173	FAM007440	FAM007426	FAM001194	FAM008416	FAM004581	FAM003415	FAM004529	FAM005272	FAM011500	FAM028056
rep919_seed2944	FAM013300	FAM006663	FAM005433	FAM008335	FAM002358	FAM000869	FAM000658	FAM000247	FAM000819	FAM000152	FAM001227	FAM014040	FAM003304	FAM003103	FAM026868
rep920_seed2945	FAM009955	FAM005326	FAM005174	FAM006120	FAM004190	FAM003696	FAM008687	FAM001877	FAM000139	FAM009481	FAM008765	FAM002125	FAM001473	FAM004469	FAM015236
rep921_seed2946	FAM011968	FAM004759	FAM002674	FAM001331	FAM005585	FAM004718	FAM004666	FAM003621	FAM001729	FAM003758	FAM003835	FAM004434	FAM001043	FAM004414	FAM025424
rep922_seed2947	FAM004638	FAM008933	FAM007691	FAM000874	FAM008293	FAM002954	FAM010434	FAM010663	FAM011058	FAM007742	FAM004415	FAM003111	FAM002134	FAM001951	FAM016248
rep923_seed2948	FAM000630	FAM008285	FAM003603	FAM004156	FAM002149	FAM001574	FAM002327	FAM004934	FAM005167	FAM011420	FAM000146	FAM012939	FAM001039	FAM000416	FAM018342
rep924_seed2949	FAM007236	FAM004210	FAM013716	FAM006347	FAM013240	FAM000956	FAM004862	FAM004945	FAM009132	FAM006563	FAM009400	FAM001140	FAM001385	FAM011598	FAM017649
rep925_seed2950	FAM001787	FAM002727	FAM004999	FAM001475	FAM003360	FAM002146	FAM002220	FAM003990	FAM008022	FAM009911	FAM013099	FAM004499	FAM004704	FAM000600	FAM021610
rep926_seed2951	FAM011782	FAM001228	FAM001922	FAM000798	FAM008768	FAM012622	FAM002380	FAM005548	FAM006692	FAM004584	FAM000708	FAM010745	FAM001436	FAM007741	FAM022488
rep927_seed2952	FAM010857	FAM001425	FAM005887	FAM001203	FAM006734	FAM002332	FAM002616	FAM005122	FAM001028	FAM002811	FAM003223	FAM005064	FAM000431	FAM002781	FAM020783
rep928_seed2953	FAM005669	FAM001501	FAM007325	FAM014385	FAM005182	FAM003005	FAM008434	FAM004053	FAM007629	FAM000545	FAM006749	FAM014172	FAM009615	FAM014382	FAM018357
rep929_seed2954	FAM003493	FAM002889	FAM004733	FAM008513	FAM006252	FAM001289	FAM003052	FAM009038	FAM008464	FAM002811	FAM003170	FAM002574	FAM001977	FAM010728	FAM016216
rep930_seed2955	FAM001304	FAM012417	FAM003864	FAM001055	FAM002621	FAM003748	FAM001868	FAM005123	FAM009455	FAM000984	FAM004719	FAM000696	FAM002061	FAM004139	FAM029080
rep931_seed2956	FAM005734	FAM000777	FAM003065	FAM004412	FAM006536	FAM008963	FAM000394	FAM002275	FAM012739	FAM004861	FAM014404	FAM010453	FAM006003	FAM004622	FAM026531
rep932_seed2957	FAM006388	FAM003765	FAM014228	FAM002362	FAM004539	FAM001010	FAM000937	FAM001317	FAM000029	FAM004939	FAM011869	FAM000210	FAM001496	FAM001230	FAM019468
rep933_seed2958	FAM007572	FAM000231	FAM007684	FAM012989	FAM000008	FAM000819	FAM002123	FAM005371	FAM001195	FAM000970	FAM007062	FAM000992	FAM004008	FAM000525	FAM026134
rep934_seed2959	FAM005164	FAM012453	FAM003763	FAM003300	FAM005603	FAM001959	FAM004068	FAM005399	FAM008321	FAM003105	FAM004971	FAM004438	FAM000075	FAM012723	FAM016721
rep935_seed2960	FAM005968	FAM008085	FAM007011	FAM001751	FAM001265	FAM005592	FAM000348	FAM004616	FAM007965	FAM002924	FAM004703	FAM000686	FAM004594	FAM000198	FAM022870
rep936_seed2961	FAM003486	FAM004013	FAM002292	FAM004379	FAM002195	FAM001877	FAM000286	FAM008097	FAM003280	FAM014535	FAM001302	FAM000730	FAM009537	FAM004813	FAM026177
rep937_seed2962	FAM006278	FAM001861	FAM013179	FAM008207	FAM003404	FAM002440	FAM001276	FAM000036	FAM012465	FAM005006	FAM013668	FAM005676	FAM005977	FAM010991	FAM023176
rep938_seed2963	FAM002537	FAM003449	FAM011959	FAM006343	FAM007668	FAM000918	FAM003652	FAM000921	FAM006338	FAM002585	FAM008840	FAM007564	FAM004404	FAM000714	FAM020473
rep939_seed2964	FAM008908	FAM001656	FAM006558	FAM011345	FAM002762	FAM007803	FAM004494	FAM009166	FAM000038	FAM008138	FAM013892	FAM004228	FAM000323	FAM001813	FAM015464
rep940_seed2965	FAM007696	FAM000151	FAM000417	FAM011063	FAM004256	FAM010195	FAM005320	FAM007206	FAM003227	FAM001668	FAM007177	FAM002294	FAM006730	FAM008558	FAM017277
rep941_seed2966	FAM004536	FAM001734	FAM011053	FAM003173	FAM004640	FAM003427	FAM009713	FAM013052	FAM001504	FAM003403	FAM007697	FAM000783	FAM008406	FAM005536	FAM015265
rep942_seed2967	FAM008974	FAM007004	FAM003531	FAM010290	FAM007570	FAM011915	FAM012851	FAM001198	FAM013658	FAM002650	FAM002172	FAM004191	FAM003733	FAM005424	FAM024035
rep943_seed2968	FAM001610	FAM004655	FAM000999	FAM009208	FAM002438	FAM008437	FAM001904	FAM006440	FAM010857	FAM004132	FAM003879	FAM006835	FAM008790	FAM000721	FAM020539
rep944_seed2969	FAM003859	FAM000323	FAM012488	FAM006438	FAM005668	FAM011346	FAM007124	FAM004635	FAM007245	FAM001747	FAM012975	FAM008085	FAM006821	FAM010723	FAM015591
rep945_seed2970	FAM001883	FAM006411	FAM000510	FAM000183	FAM008986	FAM008635	FAM005721	FAM002934	FAM007895	FAM005909	FAM000935	FAM004822	FAM005649	FAM000097	FAM028229
rep946_seed2971	FAM013464	FAM006744	FAM004691	FAM012852	FAM000036	FAM002622	FAM004457	FAM006146	FAM012104	FAM002887	FAM011495	FAM004662	FAM001444	FAM001862	FAM017268
rep947_seed2972	FAM008434	FAM008324	FAM006109	FAM007789	FAM012077	FAM003519	FAM008594	FAM003208	FAM000865	FAM004614	FAM005930	FAM007211	FAM005528	FAM006459	FAM025162
rep948_seed2973	FAM000540	FAM008165	FAM011672	FAM009100	FAM001933	FAM000566	FAM010832	FAM000644	FAM006448	FAM004501	FAM001423	FAM002543	FAM004718	FAM006938	FAM017533
rep949_seed2974	FAM004403	FAM003604	FAM008175	FAM000794	FAM009226	FAM005047	FAM002341	FAM007474	FAM003865	FAM009252	FAM007714	FAM004089	FAM006712	FAM007727	FAM019620
rep950_seed2975	FAM002009	FAM004217	FAM001031	FAM000792	FAM007044	FAM006954	FAM000798	FAM000755	FAM001371	FAM002278	FAM000509	FAM003811	FAM001054	FAM005624	FAM028226
rep951_seed2976	FAM002084	FAM003141	FAM001253	FAM004824	FAM009480	FAM000214	FAM009080	FAM001114	FAM006915	FAM008219	FAM002391	FAM002521	FAM000053	FAM012198	FAM015338
rep952_seed2977	FAM005462	FAM000747	FAM006946	FAM002789	FAM009660	FAM002940	FAM000880	FAM001082	FAM007054	FAM006460	FAM008957	FAM000770	FAM001052	FAM008402	FAM017274
rep953_seed2978	FAM009087	FAM009063	FAM002973	FAM014382	FAM000796	FAM008342	FAM005795	FAM009682	FAM005868	FAM012930	FAM003060	FAM011422	FAM001105	FAM000226	FAM015565
rep954_seed2979	FAM002986	FAM004970	FAM003437	FAM005068	FAM003781	FAM005036	FAM002019	FAM008670	FAM005061	FAM002841	FAM000031	FAM008833	FAM001490	FAM002672	FAM020714
rep955_seed2980	FAM003391	FAM006121	FAM014408	FAM003111	FAM011374	FAM006781	FAM007054	FAM000564	FAM008037	FAM009935	FAM002221	FAM001906	FAM006282	FAM000064	FAM017562
rep956_seed2981	FAM001495	FAM006025	FAM010708	FAM001777	FAM001359	FAM000855	FAM002259	FAM000860	FAM002403	FAM001322	FAM003035	FAM002107	FAM003669	FAM005609	FAM018830
rep957_seed2982	FAM003388	FAM005240	FAM005195	FAM002041	FAM009572	FAM008282	FAM000411	FAM005705	FAM006773	FAM002667	FAM001734	FAM010076	FAM004254	FAM000121	FAM026980
rep958_seed2983	FAM004888	FAM004562	FAM010977	FAM003092	FAM006182	FAM002885	FAM001754	FAM005320	FAM001938	FAM004904	FAM006958	FAM001472	FAM001557	FAM001029	FAM021539
rep959_seed2984	FAM003797	FAM013835	FAM012269	FAM007657	FAM006042	FAM014449	FAM009049	FAM003604	FAM009053	FAM003536	FAM002436	FAM001494	FAM006460	FAM000112	FAM023650
rep960_seed2985	FAM005322	FAM003753	FAM002650	FAM000481	FAM003239	FAM001794	FAM006759	FAM005684	FAM006856	FAM005387	FAM010376	FAM001760	FAM011825	FAM000134	FAM015654
rep961_seed2986	FAM005027	FAM004157	FAM001134	FAM013918	FAM007478	FAM008987	FAM001881	FAM005450	FAM005694	FAM009723	FAM011938	FAM005572	FAM006765	FAM002218	FAM023417
rep962_seed2987	FAM003320	FAM009904	FAM012678	FAM006675	FAM006395	FAM001337	FAM003927	FAM008801	FAM000719	FAM003326	FAM005899	FAM003818	FAM005487	FAM008152	FAM017285
rep963_seed2988	FAM004266	FAM006836	FAM007344	FAM009205	FAM005036	FAM007762	FAM000407	FAM000102	FAM011608	FAM005592	FAM003938	FAM002039	FAM004381	FAM007642	FAM023192
rep964_seed2989	FAM006014	FAM003759	FAM000317	FAM013735	FAM005577	FAM002072	FAM007563	FAM007184	FAM001210	FAM012809	FAM013136	FAM004296	FAM013788	FAM005949	FAM016417
rep965_seed2990	FAM011151	FAM011207	FAM002151	FAM001400	FAM010918	FAM004698	FAM006769	FAM013648	FAM003263	FAM003180	FAM007814	FAM007003	FAM007318	FAM005937	FAM021271
rep966_seed2991	FAM003387	FAM006237	FAM003092	FAM002335	FAM003649	FAM001367	FAM009333	FAM001012	FAM000461	FAM012953	FAM003911	FAM004877	FAM000896	FAM003250	FAM015536
rep967_seed2992	FAM000541	FAM005049	FAM002865	FAM004541	FAM007085	FAM007177	FAM005174	FAM012575	FAM011168	FAM005577	FAM001641	FAM011586	FAM013721	FAM002190	FAM023176
rep968_seed2993	FAM001826	FAM009680	FAM006638	FAM001041	FAM007306	FAM004760	FAM003188	FAM013922	FAM013210	FAM004839	FAM000004	FAM005874	FAM002324	FAM012096	FAM028876
rep969_seed2994	FAM007049	FAM012530	FAM008830	FAM002418	FAM005854	FAM009449	FAM006247	FAM004253	FAM007303	FAM011451	FAM011497	FAM002379	FAM002981	FAM006522	FAM021189
rep970_seed2995	FAM001155	FAM004484	FAM000381	FAM004974	FAM001666	FAM007077	FAM015116	FAM004339	FAM003265	FAM009213	FAM010828	FAM004165	FAM001396	FAM011866	FAM020539
rep971_seed2996	FAM014404	FAM002827	FAM010438	FAM007465	FAM004185	FAM001641	FAM007744	FAM000009	FAM001688	FAM010425	FAM004284	FAM004640	FAM008650	FAM005843	FAM018660
rep972_seed2997	FAM009769	FAM003033	FAM006074	FAM009605	FAM002657	FAM004869	FAM003674	FAM002409	FAM003264	FAM004721	FAM010510	FAM003947	FAM009343	FAM001182	FAM017649
rep973_seed2998	FAM008767	FAM001111	FAM001661	FAM001455	FAM000398	FAM005523	FAM006626	FAM001281	FAM007872	FAM001239	FAM005503	FAM002587	FAM006444	FAM003991	FAM024818
rep974_seed2999	FAM002064	FAM008453	FAM005387	FAM009055	FAM005225	FAM005035	FAM001191	FAM000137	FAM007971	FAM000976	FAM006097	FAM002426	FAM001662	FAM003653	FAM020539
rep975_seed3000	FAM003665	FAM004185	FAM007051	FAM004843	FAM009872	FAM012962	FAM001652	FAM001440	FAM005587	FAM013847	FAM005390	FAM002827	FAM007011	FAM006147	FAM029086
rep976_seed3001	FAM012877	FAM001249	FAM006322	FAM004096	FAM004275	FAM006944	FAM003665	FAM004848	FAM007941	FAM001920	FAM010890	FAM010945	FAM013565	FAM006778	FAM015988
rep977_seed3002	FAM003704	FAM007132	FAM009017	FAM002777	FAM000723	FAM012105	FAM002723	FAM005652	FAM006243	FAM010527	FAM004614	FAM004379	FAM005479	FAM001033	FAM026404
rep978_seed3003	FAM008997	FAM002254	FAM008147	FAM002679	FAM001697	FAM004993	FAM002506	FAM009739	FAM000026	FAM003469	FAM003445	FAM005275	FAM001664	FAM013565	FAM017838
rep979_seed3004	FAM005748	FAM007356	FAM011159	FAM003914	FAM001241	FAM005509	FAM000252	FAM000224	FAM004278	FAM005810	FAM005555	FAM005375	FAM002068	FAM005757	FAM021094
